;age;job;marital;education;default;balance;housing;loan;contact;day;month;campaign;pdays;previous;poutcome;y
2330;31;blue-collar;married;secondary;0;472;1;0;unknown;13;may;2;-1;0;unknown;0
2331;28;blue-collar;married;secondary;0;-95;1;0;unknown;13;may;1;-1;0;unknown;0
2332;23;technician;single;secondary;0;158;1;0;unknown;13;may;1;-1;0;unknown;0
2333;26;technician;single;secondary;0;8;0;0;unknown;13;may;1;-1;0;unknown;0
2334;31;admin.;single;secondary;0;296;1;0;unknown;13;may;1;-1;0;unknown;0
2335;27;admin.;single;secondary;0;-541;1;1;unknown;13;may;1;-1;0;unknown;0
2336;34;services;single;secondary;0;23;0;0;unknown;13;may;1;-1;0;unknown;0
2337;25;blue-collar;single;primary;0;17;1;0;unknown;13;may;2;-1;0;unknown;0
2338;25;blue-collar;single;secondary;0;335;1;0;unknown;13;may;1;-1;0;unknown;0
2339;22;services;single;secondary;0;395;1;0;unknown;13;may;1;-1;0;unknown;0
2340;37;blue-collar;divorced;secondary;0;178;1;0;unknown;13;may;1;-1;0;unknown;0
2341;26;entrepreneur;single;secondary;0;101;1;0;unknown;13;may;1;-1;0;unknown;0
2342;32;blue-collar;married;secondary;0;-428;1;0;unknown;13;may;1;-1;0;unknown;0
2343;26;technician;single;secondary;0;24299;1;0;unknown;13;may;1;-1;0;unknown;0
2344;27;blue-collar;single;secondary;0;181;0;0;unknown;13;may;1;-1;0;unknown;0
2345;22;services;married;secondary;0;83;1;0;unknown;13;may;1;-1;0;unknown;0
2346;32;technician;married;secondary;0;175;1;0;unknown;13;may;1;-1;0;unknown;0
2347;33;management;divorced;secondary;0;5;1;0;unknown;13;may;1;-1;0;unknown;1
2348;34;admin.;married;secondary;0;3185;1;0;unknown;13;may;1;-1;0;unknown;0
2349;31;blue-collar;married;secondary;0;2577;1;0;unknown;13;may;2;-1;0;unknown;0
2350;28;technician;single;secondary;0;216;1;0;unknown;13;may;1;-1;0;unknown;0
2351;37;blue-collar;married;secondary;0;166;1;0;unknown;13;may;3;-1;0;unknown;0
2352;45;blue-collar;married;primary;0;323;1;0;unknown;13;may;2;-1;0;unknown;0
2353;31;management;married;tertiary;0;334;1;0;unknown;13;may;1;-1;0;unknown;0
2354;48;entrepreneur;married;secondary;0;86;1;0;unknown;13;may;1;-1;0;unknown;0
2355;24;admin.;single;secondary;0;845;1;0;unknown;13;may;1;-1;0;unknown;0
2356;24;technician;single;secondary;0;-126;1;1;unknown;13;may;2;-1;0;unknown;0
2357;45;services;married;secondary;0;-3;1;0;unknown;13;may;1;-1;0;unknown;0
2358;26;services;married;secondary;0;54;1;0;unknown;13;may;1;-1;0;unknown;0
2359;24;technician;single;secondary;0;-192;1;0;unknown;13;may;1;-1;0;unknown;0
2360;29;blue-collar;married;secondary;0;125;1;0;unknown;13;may;1;-1;0;unknown;0
2361;34;blue-collar;single;primary;0;2146;1;0;unknown;13;may;1;-1;0;unknown;0
2362;30;technician;single;tertiary;0;-522;1;0;unknown;13;may;1;-1;0;unknown;0
2363;21;student;single;secondary;0;99;1;0;unknown;13;may;1;-1;0;unknown;0
2364;42;blue-collar;married;secondary;0;-1664;1;0;unknown;13;may;1;-1;0;unknown;0
2365;32;unemployed;married;secondary;1;2;1;0;unknown;13;may;2;-1;0;unknown;0
2366;40;services;married;secondary;0;2172;1;1;unknown;13;may;1;-1;0;unknown;0
2367;33;management;single;tertiary;0;168;1;0;unknown;13;may;1;-1;0;unknown;0
2368;32;technician;married;primary;0;62;1;1;unknown;13;may;1;-1;0;unknown;0
2369;25;admin.;single;secondary;0;768;1;0;unknown;13;may;1;-1;0;unknown;0
2370;41;blue-collar;married;secondary;0;429;1;0;unknown;13;may;1;-1;0;unknown;0
2371;37;admin.;married;secondary;0;36;1;0;unknown;13;may;1;-1;0;unknown;0
2372;29;blue-collar;married;primary;0;0;1;0;unknown;13;may;1;-1;0;unknown;0
2373;29;technician;single;secondary;0;544;1;0;unknown;13;may;1;-1;0;unknown;0
2374;46;services;divorced;primary;0;91;1;0;unknown;13;may;1;-1;0;unknown;0
2375;32;management;single;tertiary;1;-3;1;0;unknown;13;may;2;-1;0;unknown;0
2376;30;admin.;single;secondary;0;1374;1;0;unknown;13;may;1;-1;0;unknown;0
2377;38;management;married;tertiary;0;119;1;0;unknown;13;may;4;-1;0;unknown;1
2378;22;services;single;secondary;0;279;1;0;unknown;13;may;1;-1;0;unknown;0
2379;22;management;single;secondary;0;594;1;0;unknown;13;may;1;-1;0;unknown;0
2380;32;services;single;secondary;0;-121;1;1;unknown;13;may;1;-1;0;unknown;0
2381;36;blue-collar;married;secondary;0;-195;1;0;unknown;13;may;1;-1;0;unknown;0
2382;30;technician;single;secondary;0;-208;1;1;unknown;13;may;1;-1;0;unknown;0
2383;26;blue-collar;single;secondary;0;309;1;0;unknown;13;may;1;-1;0;unknown;0
2384;41;blue-collar;divorced;primary;1;210;1;0;unknown;13;may;1;-1;0;unknown;0
2385;42;unemployed;married;secondary;0;135;1;0;unknown;13;may;6;-1;0;unknown;0
2386;45;blue-collar;married;secondary;0;66;1;0;unknown;13;may;3;-1;0;unknown;0
2387;24;services;single;secondary;1;-122;1;0;unknown;13;may;1;-1;0;unknown;1
2388;54;retired;divorced;tertiary;0;0;0;0;unknown;13;may;1;-1;0;unknown;1
2389;33;blue-collar;single;unknown;0;-90;1;0;unknown;13;may;1;-1;0;unknown;0
2390;28;blue-collar;married;primary;0;286;1;0;unknown;13;may;1;-1;0;unknown;0
2391;36;admin.;married;secondary;0;-423;1;1;unknown;13;may;1;-1;0;unknown;0
2392;34;blue-collar;single;primary;0;505;1;0;unknown;13;may;1;-1;0;unknown;0
2393;28;admin.;single;secondary;0;296;1;0;unknown;13;may;1;-1;0;unknown;0
2394;31;technician;single;tertiary;0;279;1;0;unknown;13;may;1;-1;0;unknown;0
2395;53;services;married;secondary;0;367;1;1;unknown;13;may;2;-1;0;unknown;0
2396;20;blue-collar;single;secondary;0;129;1;1;unknown;13;may;1;-1;0;unknown;0
2397;47;retired;married;primary;1;-13;0;0;unknown;13;may;1;-1;0;unknown;0
2398;33;blue-collar;married;primary;0;1309;1;0;unknown;13;may;1;-1;0;unknown;0
2399;24;blue-collar;single;secondary;0;-10;1;0;unknown;13;may;1;-1;0;unknown;0
2400;23;admin.;single;secondary;0;5;1;0;unknown;13;may;1;-1;0;unknown;0
2401;27;blue-collar;single;secondary;0;71;1;0;unknown;13;may;1;-1;0;unknown;0
2402;23;admin.;single;secondary;0;281;1;0;unknown;13;may;1;-1;0;unknown;0
2403;30;blue-collar;married;secondary;0;173;1;0;unknown;13;may;1;-1;0;unknown;0
2404;34;blue-collar;divorced;secondary;0;383;1;0;unknown;13;may;1;-1;0;unknown;1
2405;55;blue-collar;divorced;primary;0;39;1;0;unknown;13;may;1;-1;0;unknown;0
2406;57;management;married;primary;0;1052;1;0;unknown;13;may;4;-1;0;unknown;0
2407;59;retired;divorced;unknown;0;-49;1;0;unknown;13;may;2;-1;0;unknown;0
2408;20;services;single;secondary;0;-103;1;0;unknown;13;may;1;-1;0;unknown;0
2409;30;services;married;secondary;1;-846;1;0;unknown;13;may;1;-1;0;unknown;0
2410;41;admin.;married;secondary;0;705;1;0;unknown;13;may;1;-1;0;unknown;0
2411;37;services;single;secondary;0;1950;1;0;unknown;13;may;1;-1;0;unknown;0
2412;31;admin.;divorced;secondary;0;253;1;0;unknown;13;may;2;-1;0;unknown;0
2413;39;management;single;tertiary;0;595;1;0;unknown;13;may;1;-1;0;unknown;0
2414;28;blue-collar;married;secondary;0;-185;1;1;unknown;13;may;1;-1;0;unknown;0
2415;44;blue-collar;married;primary;0;353;1;0;unknown;13;may;1;-1;0;unknown;0
2416;31;technician;married;secondary;0;2363;1;0;unknown;13;may;1;-1;0;unknown;0
2417;28;blue-collar;married;unknown;0;52;1;0;unknown;13;may;1;-1;0;unknown;0
2418;51;technician;married;unknown;0;205;1;1;unknown;13;may;1;-1;0;unknown;0
2419;34;management;married;tertiary;0;1557;1;1;unknown;13;may;1;-1;0;unknown;0
2420;24;technician;single;tertiary;0;596;1;0;unknown;13;may;1;-1;0;unknown;0
2421;29;self-employed;single;tertiary;0;-114;1;0;unknown;13;may;1;-1;0;unknown;0
2422;50;management;married;primary;0;478;0;0;unknown;13;may;5;-1;0;unknown;0
2423;21;blue-collar;single;secondary;0;614;1;0;unknown;13;may;3;-1;0;unknown;0
2424;29;blue-collar;single;secondary;0;783;1;0;unknown;13;may;1;-1;0;unknown;0
2425;26;blue-collar;single;secondary;0;401;1;0;unknown;13;may;1;-1;0;unknown;0
2426;26;admin.;single;secondary;0;92;1;0;unknown;13;may;1;-1;0;unknown;0
2427;21;blue-collar;single;secondary;0;-273;1;1;unknown;13;may;1;-1;0;unknown;0
2428;23;blue-collar;single;primary;0;2594;1;0;unknown;13;may;1;-1;0;unknown;0
2429;25;services;single;secondary;0;382;1;0;unknown;13;may;1;-1;0;unknown;0
2430;40;blue-collar;married;primary;0;-166;1;0;unknown;13;may;1;-1;0;unknown;0
2431;39;admin.;divorced;secondary;0;-141;1;0;unknown;13;may;1;-1;0;unknown;0
2432;25;blue-collar;single;secondary;0;-250;1;0;unknown;13;may;1;-1;0;unknown;0
2433;26;technician;married;tertiary;0;3825;1;0;unknown;13;may;1;-1;0;unknown;0
2434;57;technician;married;secondary;0;0;0;0;unknown;13;may;1;-1;0;unknown;0
2435;61;retired;married;primary;0;1060;1;0;unknown;13;may;1;-1;0;unknown;0
2436;34;blue-collar;married;secondary;0;-185;1;1;unknown;13;may;1;-1;0;unknown;0
2437;47;unemployed;married;secondary;0;955;1;0;unknown;13;may;1;-1;0;unknown;0
2438;31;self-employed;married;secondary;0;263;1;0;unknown;13;may;2;-1;0;unknown;0
2439;45;blue-collar;married;secondary;0;4646;1;0;unknown;13;may;1;-1;0;unknown;0
2440;33;technician;single;tertiary;0;989;1;1;unknown;13;may;3;-1;0;unknown;0
2441;27;technician;married;secondary;0;232;1;1;unknown;13;may;1;-1;0;unknown;0
2442;41;unemployed;married;primary;0;1483;1;0;unknown;13;may;1;-1;0;unknown;0
2443;58;technician;married;secondary;0;7495;1;0;unknown;13;may;1;-1;0;unknown;0
2444;45;management;married;tertiary;0;0;1;1;unknown;13;may;1;-1;0;unknown;0
2445;49;self-employed;married;tertiary;0;2199;1;0;unknown;13;may;1;-1;0;unknown;0
2446;42;blue-collar;married;secondary;0;476;1;0;unknown;13;may;1;-1;0;unknown;0
2447;52;blue-collar;married;secondary;0;148;1;0;unknown;13;may;1;-1;0;unknown;0
2448;52;services;married;secondary;0;3241;1;0;unknown;13;may;1;-1;0;unknown;0
2449;49;retired;married;primary;0;2665;1;0;unknown;13;may;1;-1;0;unknown;0
2450;59;retired;married;secondary;0;1875;1;0;unknown;13;may;1;-1;0;unknown;0
2451;54;management;married;primary;0;879;1;0;unknown;13;may;1;-1;0;unknown;0
2452;46;blue-collar;married;secondary;0;1934;1;0;unknown;13;may;1;-1;0;unknown;0
2453;44;management;married;tertiary;0;0;0;0;unknown;13;may;1;-1;0;unknown;0
2454;26;services;married;secondary;0;380;1;0;unknown;13;may;3;-1;0;unknown;0
2455;46;blue-collar;married;secondary;0;2485;1;0;unknown;13;may;4;-1;0;unknown;0
2456;59;retired;married;primary;0;5521;1;1;unknown;13;may;1;-1;0;unknown;0
2457;43;blue-collar;married;unknown;0;24;1;0;unknown;13;may;2;-1;0;unknown;0
2458;50;blue-collar;married;secondary;0;160;1;0;unknown;13;may;1;-1;0;unknown;0
2459;26;blue-collar;single;secondary;0;-204;1;0;unknown;13;may;2;-1;0;unknown;0
2460;54;blue-collar;married;unknown;0;363;1;0;unknown;13;may;1;-1;0;unknown;0
2461;44;technician;divorced;secondary;0;181;0;0;unknown;13;may;1;-1;0;unknown;0
2462;36;admin.;divorced;secondary;0;307;1;0;unknown;13;may;2;-1;0;unknown;0
2463;51;services;married;unknown;0;193;1;0;unknown;13;may;3;-1;0;unknown;0
2464;59;retired;married;secondary;0;3382;1;0;unknown;13;may;1;-1;0;unknown;0
2465;42;management;married;tertiary;0;1823;1;0;unknown;13;may;1;-1;0;unknown;0
2466;41;services;married;secondary;0;-111;1;0;unknown;13;may;1;-1;0;unknown;0
2467;43;blue-collar;married;unknown;0;3373;1;0;unknown;13;may;1;-1;0;unknown;0
2468;40;self-employed;married;primary;0;92;1;0;unknown;13;may;1;-1;0;unknown;0
2469;32;technician;married;tertiary;0;463;1;0;unknown;13;may;2;-1;0;unknown;0
2470;55;technician;married;unknown;0;1192;1;0;unknown;13;may;1;-1;0;unknown;0
2471;59;retired;married;secondary;0;2376;0;0;unknown;13;may;1;-1;0;unknown;0
2472;30;blue-collar;married;secondary;0;-166;1;1;unknown;13;may;5;-1;0;unknown;0
2473;47;admin.;married;secondary;0;3960;1;0;unknown;13;may;1;-1;0;unknown;0
2474;23;entrepreneur;single;primary;0;4;1;0;unknown;13;may;2;-1;0;unknown;1
2475;44;blue-collar;married;primary;0;23;1;0;unknown;13;may;1;-1;0;unknown;0
2476;45;technician;married;secondary;0;639;1;0;unknown;13;may;1;-1;0;unknown;0
2477;35;technician;single;secondary;0;2144;1;0;unknown;13;may;2;-1;0;unknown;0
2478;41;technician;divorced;secondary;0;225;1;1;unknown;13;may;1;-1;0;unknown;0
2479;59;management;divorced;primary;0;13308;1;0;unknown;13;may;1;-1;0;unknown;0
2480;29;services;single;primary;0;95;1;0;unknown;13;may;2;-1;0;unknown;0
2481;48;services;married;secondary;0;1199;1;0;unknown;13;may;1;-1;0;unknown;0
2482;49;management;married;tertiary;0;400;1;0;unknown;13;may;1;-1;0;unknown;0
2483;60;blue-collar;married;primary;0;1262;1;1;unknown;13;may;1;-1;0;unknown;1
2484;45;management;married;tertiary;0;849;0;0;unknown;13;may;1;-1;0;unknown;0
2485;48;management;married;tertiary;0;1949;1;0;unknown;13;may;2;-1;0;unknown;1
2486;45;entrepreneur;divorced;tertiary;0;-395;1;0;unknown;13;may;1;-1;0;unknown;1
2487;48;management;married;tertiary;0;618;0;0;unknown;13;may;1;-1;0;unknown;0
2488;54;retired;married;primary;0;0;1;0;unknown;13;may;1;-1;0;unknown;0
2489;44;technician;married;tertiary;0;0;1;1;unknown;13;may;2;-1;0;unknown;0
2490;46;blue-collar;single;primary;0;355;1;0;unknown;13;may;1;-1;0;unknown;0
2491;52;admin.;divorced;secondary;0;131;1;1;unknown;13;may;1;-1;0;unknown;0
2492;44;management;married;tertiary;0;6203;1;1;unknown;13;may;1;-1;0;unknown;0
2493;52;services;divorced;secondary;0;1635;1;0;unknown;13;may;1;-1;0;unknown;0
2494;46;entrepreneur;single;tertiary;0;580;1;0;unknown;13;may;1;-1;0;unknown;0
2495;54;admin.;divorced;secondary;0;1814;0;0;unknown;13;may;1;-1;0;unknown;0
2496;49;entrepreneur;divorced;secondary;0;159;1;0;unknown;13;may;3;-1;0;unknown;0
2497;46;management;married;tertiary;0;48;0;0;unknown;13;may;1;-1;0;unknown;0
2498;48;services;divorced;primary;0;189;1;0;unknown;13;may;1;-1;0;unknown;0
2499;43;blue-collar;married;unknown;0;-633;1;1;unknown;13;may;1;-1;0;unknown;0
2500;50;blue-collar;married;primary;0;5356;0;0;unknown;13;may;1;-1;0;unknown;0
2501;44;blue-collar;married;secondary;0;476;1;0;unknown;13;may;1;-1;0;unknown;0
2502;43;unemployed;divorced;secondary;0;4478;1;0;unknown;13;may;1;-1;0;unknown;0
2503;51;admin.;single;secondary;0;3132;0;0;unknown;13;may;1;-1;0;unknown;0
2504;59;retired;married;tertiary;0;-892;1;0;unknown;13;may;1;-1;0;unknown;0
2505;52;technician;married;secondary;0;11;1;0;unknown;13;may;1;-1;0;unknown;0
2506;35;admin.;single;secondary;0;414;1;0;unknown;13;may;2;-1;0;unknown;0
2507;36;blue-collar;married;secondary;0;1165;1;0;unknown;13;may;4;-1;0;unknown;1
2508;32;services;married;secondary;0;3839;1;0;unknown;13;may;1;-1;0;unknown;0
2509;41;blue-collar;married;secondary;0;196;1;0;unknown;13;may;1;-1;0;unknown;0
2510;47;blue-collar;married;primary;0;521;1;0;unknown;13;may;1;-1;0;unknown;0
2511;45;services;married;secondary;0;350;1;1;unknown;13;may;1;-1;0;unknown;0
2512;45;blue-collar;married;secondary;0;8680;1;0;unknown;13;may;1;-1;0;unknown;0
2513;45;entrepreneur;divorced;tertiary;0;0;1;0;unknown;13;may;1;-1;0;unknown;0
2514;29;technician;single;secondary;0;309;1;0;unknown;13;may;1;-1;0;unknown;0
2515;36;management;married;tertiary;0;125;1;0;unknown;13;may;1;-1;0;unknown;0
2516;37;blue-collar;divorced;secondary;0;368;1;0;unknown;13;may;2;-1;0;unknown;0
2517;44;admin.;married;secondary;0;1362;1;0;unknown;13;may;1;-1;0;unknown;0
2518;56;retired;married;secondary;0;296;1;0;unknown;13;may;1;-1;0;unknown;0
2519;52;management;married;unknown;0;2240;1;0;unknown;13;may;1;-1;0;unknown;1
2520;57;management;married;secondary;0;1026;1;0;unknown;13;may;2;-1;0;unknown;0
2521;54;services;married;secondary;0;1301;1;0;unknown;13;may;1;-1;0;unknown;0
2522;49;entrepreneur;married;primary;0;199;0;0;unknown;13;may;2;-1;0;unknown;0
2523;24;blue-collar;single;unknown;0;11;1;0;unknown;13;may;2;-1;0;unknown;0
2524;42;self-employed;married;tertiary;0;5;1;0;unknown;13;may;1;-1;0;unknown;0
2525;40;management;married;tertiary;0;373;1;1;unknown;13;may;1;-1;0;unknown;0
2526;25;management;single;tertiary;0;1270;1;0;unknown;13;may;2;-1;0;unknown;0
2527;28;blue-collar;single;secondary;0;416;1;0;unknown;13;may;2;-1;0;unknown;0
2528;53;retired;married;secondary;0;-27;0;0;unknown;13;may;9;-1;0;unknown;0
2529;40;admin.;divorced;secondary;0;221;1;0;unknown;13;may;2;-1;0;unknown;0
2530;27;services;single;secondary;0;331;1;0;unknown;13;may;2;-1;0;unknown;0
2531;34;management;married;tertiary;0;402;1;0;unknown;13;may;2;-1;0;unknown;0
2532;56;self-employed;married;secondary;0;123;0;0;unknown;13;may;1;-1;0;unknown;0
2533;45;blue-collar;married;secondary;0;105;1;1;unknown;13;may;1;-1;0;unknown;0
2534;27;blue-collar;married;secondary;0;0;1;0;unknown;13;may;1;-1;0;unknown;0
2535;53;retired;married;tertiary;0;1691;0;0;unknown;13;may;2;-1;0;unknown;0
2536;34;technician;single;tertiary;0;2;1;0;unknown;13;may;2;-1;0;unknown;0
2537;44;admin.;single;unknown;0;3;1;0;unknown;13;may;1;-1;0;unknown;0
2538;46;blue-collar;married;primary;0;399;1;0;unknown;13;may;1;-1;0;unknown;0
2539;53;retired;single;secondary;0;1421;1;0;unknown;13;may;2;-1;0;unknown;0
2540;26;technician;married;tertiary;0;8;1;1;unknown;13;may;2;-1;0;unknown;0
2541;31;admin.;single;secondary;0;150;1;1;unknown;13;may;2;-1;0;unknown;0
2542;35;services;married;secondary;0;-371;1;0;unknown;13;may;2;-1;0;unknown;0
2543;43;technician;married;secondary;0;1916;1;0;unknown;13;may;2;-1;0;unknown;0
2544;47;blue-collar;married;primary;0;300;1;0;unknown;13;may;3;-1;0;unknown;0
2545;37;entrepreneur;divorced;secondary;0;175;1;1;unknown;13;may;6;-1;0;unknown;1
2546;57;retired;married;tertiary;0;3571;0;0;unknown;13;may;2;-1;0;unknown;0
2547;41;blue-collar;married;primary;0;1135;1;0;unknown;13;may;1;-1;0;unknown;0
2548;55;admin.;divorced;unknown;0;789;1;0;unknown;13;may;2;-1;0;unknown;0
2549;51;admin.;divorced;secondary;0;2195;1;0;unknown;13;may;1;-1;0;unknown;0
2550;27;blue-collar;single;secondary;0;1311;1;0;unknown;13;may;2;-1;0;unknown;0
2551;53;management;married;secondary;1;-689;1;0;unknown;13;may;1;-1;0;unknown;0
2552;39;admin.;single;secondary;0;14;1;1;unknown;13;may;9;-1;0;unknown;0
2553;35;admin.;married;secondary;0;56;1;0;unknown;13;may;6;-1;0;unknown;0
2554;28;technician;single;secondary;0;26765;0;0;unknown;13;may;8;-1;0;unknown;0
2555;29;blue-collar;divorced;unknown;0;17;1;0;unknown;13;may;2;-1;0;unknown;0
2556;51;technician;married;secondary;0;463;1;0;unknown;13;may;5;-1;0;unknown;0
2557;46;admin.;single;secondary;0;751;1;0;unknown;13;may;2;-1;0;unknown;0
2558;50;unemployed;married;secondary;0;3478;1;0;unknown;13;may;3;-1;0;unknown;0
2559;56;entrepreneur;married;unknown;0;88;1;0;unknown;13;may;2;-1;0;unknown;0
2560;28;blue-collar;married;secondary;0;64;1;0;unknown;13;may;3;-1;0;unknown;0
2561;51;management;married;tertiary;0;36;1;0;unknown;13;may;2;-1;0;unknown;0
2562;54;housemaid;married;secondary;0;42;1;0;unknown;13;may;5;-1;0;unknown;0
2563;47;blue-collar;married;primary;0;113;1;0;unknown;13;may;1;-1;0;unknown;0
2564;49;self-employed;married;secondary;0;358;1;1;unknown;13;may;3;-1;0;unknown;0
2565;46;blue-collar;divorced;primary;0;274;1;0;unknown;13;may;1;-1;0;unknown;0
2566;41;management;married;tertiary;0;0;1;0;unknown;13;may;1;-1;0;unknown;0
2567;45;admin.;married;secondary;0;985;1;0;unknown;13;may;1;-1;0;unknown;0
2568;31;blue-collar;married;primary;0;81;1;0;unknown;13;may;4;-1;0;unknown;0
2569;53;admin.;divorced;secondary;0;592;1;0;unknown;13;may;1;-1;0;unknown;0
2570;60;admin.;divorced;unknown;0;791;1;0;unknown;13;may;1;-1;0;unknown;0
2571;55;retired;married;secondary;0;708;1;0;unknown;13;may;2;-1;0;unknown;0
2572;54;technician;divorced;secondary;0;51;1;0;unknown;13;may;1;-1;0;unknown;0
2573;46;blue-collar;married;primary;0;0;1;0;unknown;13;may;3;-1;0;unknown;0
2574;41;technician;single;unknown;0;356;1;0;unknown;13;may;2;-1;0;unknown;0
2575;34;admin.;married;secondary;0;34;1;0;unknown;13;may;3;-1;0;unknown;0
2576;51;technician;married;secondary;0;12061;1;0;unknown;13;may;1;-1;0;unknown;0
2577;31;admin.;single;secondary;0;513;1;0;unknown;13;may;1;-1;0;unknown;0
2578;55;technician;married;secondary;0;6958;1;1;unknown;13;may;2;-1;0;unknown;0
2579;44;management;married;tertiary;0;126;1;0;unknown;13;may;1;-1;0;unknown;0
2580;25;services;single;secondary;0;54;1;0;unknown;13;may;2;-1;0;unknown;0
2581;36;blue-collar;married;secondary;0;373;1;0;unknown;13;may;1;-1;0;unknown;0
2582;33;blue-collar;married;secondary;0;304;1;0;unknown;13;may;2;-1;0;unknown;0
2583;46;blue-collar;married;secondary;0;781;0;0;unknown;13;may;1;-1;0;unknown;0
2584;43;blue-collar;divorced;primary;0;42;0;0;unknown;13;may;1;-1;0;unknown;0
2585;46;management;married;tertiary;0;618;1;0;unknown;13;may;3;-1;0;unknown;0
2586;53;blue-collar;married;secondary;0;1570;1;0;unknown;13;may;1;-1;0;unknown;0
2587;52;technician;divorced;secondary;0;1161;1;0;unknown;13;may;1;-1;0;unknown;0
2588;57;management;divorced;unknown;0;0;0;0;unknown;13;may;1;-1;0;unknown;0
2589;31;blue-collar;single;secondary;0;-745;1;0;unknown;13;may;1;-1;0;unknown;0
2590;54;services;married;secondary;0;88;1;0;unknown;13;may;1;-1;0;unknown;0
2591;37;management;married;tertiary;0;1330;1;0;unknown;13;may;1;-1;0;unknown;0
2592;41;blue-collar;married;secondary;0;641;1;0;unknown;13;may;1;-1;0;unknown;0
2593;44;admin.;married;secondary;0;1423;1;0;unknown;13;may;4;-1;0;unknown;0
2594;26;services;single;secondary;0;8206;1;0;unknown;13;may;2;-1;0;unknown;0
2595;40;blue-collar;married;primary;0;4436;1;0;unknown;13;may;2;-1;0;unknown;0
2596;32;admin.;divorced;secondary;0;1611;1;1;unknown;13;may;1;-1;0;unknown;0
2597;44;technician;single;tertiary;0;607;1;0;unknown;13;may;2;-1;0;unknown;0
2598;44;blue-collar;married;primary;0;300;1;0;unknown;13;may;3;-1;0;unknown;0
2599;35;technician;married;secondary;0;304;1;0;unknown;13;may;1;-1;0;unknown;0
2600;49;services;married;secondary;0;254;1;0;unknown;13;may;1;-1;0;unknown;0
2601;44;technician;married;secondary;0;3790;1;0;unknown;13;may;2;-1;0;unknown;0
2602;40;blue-collar;married;secondary;0;59;1;0;unknown;13;may;1;-1;0;unknown;0
2603;39;blue-collar;married;secondary;0;1554;1;0;unknown;13;may;1;-1;0;unknown;0
2604;51;blue-collar;divorced;tertiary;0;257;1;0;unknown;13;may;1;-1;0;unknown;0
2605;59;retired;divorced;primary;0;643;1;0;unknown;13;may;2;-1;0;unknown;0
2606;42;admin.;married;secondary;0;128;1;0;unknown;13;may;1;-1;0;unknown;0
2607;47;services;divorced;secondary;0;743;1;1;unknown;13;may;1;-1;0;unknown;0
2608;57;blue-collar;married;primary;0;1460;0;0;unknown;13;may;2;-1;0;unknown;0
2609;42;management;married;secondary;0;-32;1;0;unknown;13;may;1;-1;0;unknown;0
2610;40;services;married;primary;0;1117;1;0;unknown;13;may;1;-1;0;unknown;0
2611;44;technician;married;primary;0;2887;1;0;unknown;13;may;1;-1;0;unknown;0
2612;38;admin.;single;unknown;0;446;1;0;unknown;13;may;1;-1;0;unknown;0
2613;51;management;married;tertiary;0;1212;1;0;unknown;13;may;1;-1;0;unknown;0
2614;48;management;married;tertiary;0;2218;1;0;unknown;13;may;2;-1;0;unknown;0
2615;48;blue-collar;married;secondary;0;705;0;0;unknown;13;may;2;-1;0;unknown;0
2616;42;blue-collar;divorced;primary;0;299;1;0;unknown;13;may;2;-1;0;unknown;0
2617;48;entrepreneur;married;tertiary;0;313;1;0;unknown;13;may;2;-1;0;unknown;0
2618;49;management;married;tertiary;0;12482;1;1;unknown;13;may;3;-1;0;unknown;0
2619;44;services;married;secondary;0;29312;0;0;unknown;13;may;1;-1;0;unknown;0
2620;44;services;married;primary;0;2226;1;1;unknown;13;may;1;-1;0;unknown;0
2621;32;blue-collar;single;secondary;0;1940;1;1;unknown;13;may;3;-1;0;unknown;0
2622;43;blue-collar;married;secondary;0;576;1;1;unknown;13;may;1;-1;0;unknown;0
2623;44;services;divorced;secondary;0;0;1;1;unknown;13;may;1;-1;0;unknown;0
2624;53;admin.;divorced;secondary;0;887;1;0;unknown;13;may;2;-1;0;unknown;0
2625;43;blue-collar;married;primary;0;17;1;0;unknown;13;may;10;-1;0;unknown;0
2626;31;technician;married;secondary;0;106;1;0;unknown;13;may;13;-1;0;unknown;0
2627;48;management;married;tertiary;0;489;1;0;unknown;13;may;1;-1;0;unknown;0
2628;46;technician;single;secondary;0;148;1;0;unknown;13;may;1;-1;0;unknown;0
2629;41;blue-collar;divorced;secondary;0;14;1;1;unknown;13;may;6;-1;0;unknown;0
2630;26;management;married;tertiary;0;1531;1;0;unknown;13;may;4;-1;0;unknown;0
2631;26;blue-collar;married;secondary;0;3108;1;0;unknown;13;may;3;-1;0;unknown;0
2632;52;admin.;divorced;secondary;0;26;1;0;unknown;13;may;1;-1;0;unknown;0
2633;47;blue-collar;married;primary;0;2466;1;0;unknown;13;may;2;-1;0;unknown;0
2634;47;blue-collar;married;unknown;0;1045;1;0;unknown;13;may;2;-1;0;unknown;0
2635;27;blue-collar;married;primary;1;-588;0;0;unknown;13;may;2;-1;0;unknown;0
2636;31;services;married;secondary;0;413;1;0;unknown;13;may;1;-1;0;unknown;0
2637;60;retired;married;tertiary;0;0;1;0;unknown;13;may;4;-1;0;unknown;0
2638;58;retired;married;primary;0;193;1;1;unknown;13;may;3;-1;0;unknown;0
2639;44;blue-collar;married;secondary;0;1340;1;0;unknown;13;may;1;-1;0;unknown;0
2640;32;blue-collar;married;secondary;0;363;1;0;unknown;13;may;1;-1;0;unknown;0
